1016	45.043523009725405
1016	76.42638673906427
1013	77.33784117528806
439	11.762296729379841
402	32.639094760055
1016	74.8153325443754
463	46.073679268349736
535	47.85269028740389
400	13.847485418749919
399	12.542951476612972
305	4.881189095962001
259	4.2424013800267515
394	12.710367762733402
294	5.485931108959361
259	4.522500018176998
1014	47.717049037773464
1011	46.31437065445266
1014	43.60006967086806
940	40.41976792028762
493	38.97893407519144
315	16.45270781659256
308	17.11168392248513
214	2.997291894447706
208	2.3478240626796327
361	20.563550268676178
